Year,Location,Gender,Position,Name,Nationality,Continent,Time_Taken,Notes
2012,London,Men,6,"Kentaro Nakamoto",Japan,Asia,2:11:16,""
2012,London,Men,7,"Cuthbert Nyasango",Zimbabwe,Africa,2:12:08,PB
2012,London,Men,8,"Paulo Roberto Paula",Brazil,"South America",2:12:17,""
2012,London,Men,9,"Henryk Szost",Poland,Europe,2:12:28,""
2012,London,Men,10,"Ruggero Pertile",Italy,Europe,2:12:45,""
2012,London,Men,11,"Viktor Röthlin",Switzerland,Europe,2:12:48,""
2012,London,Men,12,"Oleksandr Sitkovskyy",Ukraine,Europe,2:12:56,SB
2012,London,Men,13,"Franck De Almeida",Brazil,"South America",2:13:35,""
2012,London,Men,14,"Aleksey Reunkov",Russia,Europe,2:13:49,""
2012,London,Men,15,"Wirimai Juwawo",Zimbabwe,Africa,2:14:09,SB
2012,London,Men,16,"Michael Shelley",Australia,Oceania,2:14:10,""
2012,London,Men,17,"Emmanuel Kipchirchir Mutai",Kenya,Africa,2:14:49,""
2012,London,Men,18,"Rachid Kisri",Morocco,Africa,2:15:09,""
2012,London,Men,19,"Yared Asmerom",Eritrea,Africa,2:15:24,""
2012,London,Men,20,"Dylan Wykes",Canada,"North America",2:15:26,""
2012,London,Men,21,"Raúl Pacheco",Peru,"South America",2:15:35,""
2012,London,Men,22,"Eric Gillis",Canada,"North America",2:16:00,""
2012,London,Men,23,"Dmitriy Safronov",Russia,Europe,2:16:04,""
2012,London,Men,24,"Carles Castillejo",Spain,Europe,2:16:17,""
2012,London,Men,25,"Iaroslav Musinschi",Moldova,Europe,2:16:25,""
2012,London,Men,26,"Marius Ionescu",Romania,Europe,2:16:28,""
2012,London,Men,27,"Reid Coolsaet",Canada,"North America",2:16:29,""
2012,London,Men,28,"Martin Dent",Australia,Oceania,2:16:29,SB
2012,London,Men,29,"Vitaliy Shafar",Ukraine,Europe,2:16:36,""
2012,London,Men,30,"Lee Merrien","Great Britain",Europe,2:17:00,""
2012,London,Men,31,"Ignacio Cáceres",Spain,Europe,2:17:11,""
2012,London,Men,32,"Lee Duhaeng","South Korea",Asia,2:17:19,""
2012,London,Men,33,"Faustine Mussa",Tanzania,Africa,2:17:39,""
2012,London,Men,34,"José Carlos Hernández",Spain,Europe,2:17:48,""
2012,London,Men,35,"Miguel Barzola",Argentina,"South America",2:17:54,""
2012,London,Men,36,"Urige Buta",Norway,Europe,2:17:58,""
2012,London,Men,37,"Grigoriy Andreev",Russia,Europe,2:18:20,""
2012,London,Men,38,"José Amado García",Guatemala,"North America",2:18:23,""
2012,London,Men,39,"Daniel Vargas",Mexico,"North America",2:18:26,""
2012,London,Men,40,"Ryo Yamamoto",Japan,Asia,2:18:34,""
2012,London,Men,41,"Jesper Faurschou",Denmark,Europe,2:18:44,""
2012,London,Men,42,"Kári Steinn Karlsson",Iceland,Europe,2:18:47,""
2012,London,Men,43,"Lusapho April","South Africa",Africa,2:19:00,""
2012,London,Men,44,"Mike Tebulo",Malawi,Africa,2:19:11,SB
2012,London,Men,45,"Arata Fujiwara",Japan,Asia,2:19:11,""
2012,London,Men,46,"Primoz Kobe",Slovenia,Europe,2:19:28,""
2012,London,Men,47,"Guor Marial","Independent Olympic Athletes",Other,2:19:32,""
2012,London,Men,48,"Luis Feiteira",Portugal,Europe,2:19:40,SB
2012,London,Men,49,"Stephen Mokoka","South Africa",Africa,2:19:52,""
2012,London,Men,50,"Miguel Ángel Almachi",Ecuador,"South America",2:19:53,""
2012,London,Men,51,"Ser-Od Bat-Ochir",Mongolia,Asia,2:20:10,""
2012,London,Men,52,"Pak Song-Chol","North Korea",Asia,2:20:20,""
2012,London,Men,53,"Kim Kwang-Hyok","North Korea",Asia,2:20:20,""
2012,London,Men,54,"Dong Guojian",China,Asia,2:20:39,""
2012,London,Men,55,"Anuradha Cooray","Sri Lanka",Asia,2:20:41,""
2012,London,Men,56,"Methkal Abu Drais",Jordan,Asia,2:21:00,""
2012,London,Men,57,"Mark Kenneally",Ireland,Europe,2:21:13,""
2012,London,Men,58,"Yonas Kifle",Eritrea,Africa,2:21:25,""
2012,London,Men,59,"Ivan Babaryka",Ukraine,Europe,2:21:52,""
2012,London,Men,60,"Carlos Cordero",Mexico,"North America",2:22:08,""
2012,London,Men,61,"Scott Overall","Great Britain",Europe,2:22:37,""
2012,London,Men,62,"Pedro Mora",Venezuela,"South America",2:22:40,""
2012,London,Men,63,"Jeff Hunt",Australia,Oceania,2:22:59,""
2012,London,Men,64,"Stsiapan Rahautsou",Belarus,Europe,2:23:23,""
2012,London,Men,65,"César Lizano","Costa Rica","North America",2:24:16,""
2012,London,Men,66,"Samson Ramadhani",Tanzania,Africa,2:24:53,SB
2012,London,Men,67,"Jan Kreisinger","Czech Republic",Europe,2:25:03,""
2012,London,Men,68,"Mohammed Abduh Bakhet",Qatar,Asia,2:25:17,""
2012,London,Men,69,"Jussi Utriainen",Finland,Europe,2:26:25,""
2012,London,Men,70,"Arturo Malaquias",Mexico,"North America",2:26:37,""
2012,London,Men,71,"Wissem Hosni",Tunisia,Africa,2:26:43,""
2012,London,Men,72,"Tamás Kovács",Hungary,Europe,2:27:48,""
2012,London,Men,73,"Jang Sinkweon","South Korea",Asia,2:28:20,""
2012,London,Men,74,"Toni Bernadó",Andorra,Europe,2:28:34,""
2012,London,Men,75,"Marcel Tschopp",Liechtenstein,Europe,2:28:54,""
2012,London,Men,76,"Bekir Karayel",Turkey,Asia,2:29:38,""
2012,London,Men,77,"Chang Chia-Che","Chinese Taipei",Asia,2:29:58,""
2012,London,Men,78,"Ram Singh Yadav",India,Asia,2:30:06,""
2012,London,Men,79,"Jean Pierre Mvuyekure",Rwanda,Africa,2:30:19,""
2012,London,Men,80,"Konstantinos Poulios",Greece,Europe,2:33:17,""
2012,London,Men,81,"Zohar Zimro",Israel,Asia,2:34:59,""
2012,London,Men,82,"Jeong Jinhyeok","South Korea",Asia,2:38:45,""
2012,London,Men,83,"Juan Carlos Cardona",Colombia,"South America",2:40:13,""
2012,London,Men,84,"Augusto Soares","East Timor",Asia,2:45:09,""
2012,London,Men,85,"Tsepo Ramonene",Lesotho,Africa,2:55:54,""
2016,"Rio de Janeiro",Men,1,"Eliud Kipchoge",Kenya,Africa,2:08:44,""
2016,"Rio de Janeiro",Men,2,"Feyisa Lilesa",Ethiopia,Africa,2:09:54,""
2016,"Rio de Janeiro",Men,3,"Galen Rupp","United States","North America",2:10:05,PB
2016,"Rio de Janeiro",Men,4,"Ghirmay Ghebreslassie",Eritrea,Africa,2:11:04,""
2016,"Rio de Janeiro",Men,5,"Alphonce Simbu",Tanzania,Africa,2:11:15,""
2016,"Rio de Janeiro",Men,6,"Jared Ward","United States","North America",2:11:30,PB
2016,"Rio de Janeiro",Men,7,"Tadesse Abraham",Switzerland,Europe,2:11:42,""
2016,"Rio de Janeiro",Men,8,"Munyo Mutai",Uganda,Africa,2:11:49,SB
2016,"Rio de Janeiro",Men,9,"Callum Hawkins","Great Britain",Europe,2:11:52,""
2016,"Rio de Janeiro",Men,10,"Eric Gillis",Canada,"North America",2:12:29,""
2016,"Rio de Janeiro",Men,11,"Abdi Nageeye",Netherlands,Europe,2:13:01,""
2016,"Rio de Janeiro",Men,12,"Mumin Gala",Djibouti,Africa,2:13:04,PB
2016,"Rio de Janeiro",Men,13,"Lemi Berhanu",Ethiopia,Africa,2:13:29,""
2016,"Rio de Janeiro",Men,14,"Stephen Kiprotich",Uganda,Africa,2:13:32,""
2016,"Rio de Janeiro",Men,15,"Paulo Roberto Paula",Brazil,"South America",2:13:56,SB
2016,"Rio de Janeiro",Men,16,"Satoru Sasaki",Japan,Asia,2:13:57,""
2016,"Rio de Janeiro",Men,17,"Kaan Kigen Özbilen",Turkey,Asia,2:14:11,""
2016,"Rio de Janeiro",Men,18,"Bayron Piedra",Ecuador,"South America",2:14:12,PB
2016,"Rio de Janeiro",Men,19,"Sondre Nordstad Moen",Norway,Europe,2:14:17,""
2016,"Rio de Janeiro",Men,20,"Oleksandr Sitkovskyy",Ukraine,Europe,2:14:24,""
2016,"Rio de Janeiro",Men,21,"Amanuel Mesel",Eritrea,Africa,2:14:37,""
2016,"Rio de Janeiro",Men,22,"Koen Naert",Belgium,Europe,2:14:53,""
2016,"Rio de Janeiro",Men,23,"Reid Coolsaet",Canada,"North America",2:14:58,""
2016,"Rio de Janeiro",Men,24,"Lusapho April","South Africa",Africa,2:15:24,""
2016,"Rio de Janeiro",Men,25,"Thanackal Gopi",India,Asia,2:15:25,PB
2016,"Rio de Janeiro",Men,26,"Kheta Ram",India,Asia,2:15:26,PB
2016,"Rio de Janeiro",Men,27,"Pak Chol","North Korea",Asia,2:15:27,""
2016,"Rio de Janeiro",Men,28,"Evans Kiplagat Barkowet",Azerbaijan,Asia,2:15:31,""
2016,"Rio de Janeiro",Men,29,"Dong Guojian",China,Asia,2:15:32,""
2016,"Rio de Janeiro",Men,30,"Ihor Olefirenko",Ukraine,Europe,2:15:36,""
2016,"Rio de Janeiro",Men,31,"Liam Adams",Australia,Oceania,2:16:12,""
2016,"Rio de Janeiro",Men,32,"Paul Pollock",Ireland,Europe,2:16:24,""
2016,"Rio de Janeiro",Men,33,"Meb Keflezighi","United States","North America",2:16:46,""
2016,"Rio de Janeiro",Men,34,"Anuradha Indrajith Cooray","Sri Lanka",Asia,2:17:06,""
2016,"Rio de Janeiro",Men,35,"Abdi Hakin Ulad",Denmark,Europe,2:17:06,""
2016,"Rio de Janeiro",Men,36,"Suehiro Ishikawa",Japan,Asia,2:17:08,""
2016,"Rio de Janeiro",Men,37,"Marius Ionescu",Romania,Europe,2:17:27,""
2016,"Rio de Janeiro",Men,38,"Ruggero Pertile",Italy,Europe,2:17:30,""
2016,"Rio de Janeiro",Men,39,"Artur Kozłowski",Poland,Europe,2:17:34,""
2016,"Rio de Janeiro",Men,40,"Nicolas Cuestas",Uruguay,"South America",2:17:44,""
2016,"Rio de Janeiro",Men,41,"Pardon Ndhlovu",Zimbabwe,Africa,2:17:48,""
2016,"Rio de Janeiro",Men,42,"Víctor Aravena",Chile,"South America",2:17:49,""
2016,"Rio de Janeiro",Men,43,"Saidi Juma Makula",Tanzania,Africa,2:17:49,""
2016,"Rio de Janeiro",Men,44,"Florent Caelen",Belgium,Europe,2:17:59,""
2016,"Rio de Janeiro",Men,45,"Raul Machacuay",Peru,"South America",2:18:00,""
2016,"Rio de Janeiro",Men,46,"Richer Pérez",Cuba,"North America",2:18:05,""
2016,"Rio de Janeiro",Men,47,"Michael Shelley",Australia,Oceania,2:18:06,""
2016,"Rio de Janeiro",Men,48,"Ihor Russ",Ukraine,Europe,2:18:19,""
2016,"Rio de Janeiro",Men,49,"Carles Castillejo",Spain,Europe,2:18:34,""
2016,"Rio de Janeiro",Men,50,"Ernesto Andres Zamora",Uruguay,"South America",2:18:36,PB
2016,"Rio de Janeiro",Men,51,"Ercan Muslu",Turkey,Asia,2:18:40,""
2016,"Rio de Janeiro",Men,52,"Cristhian Pacheco",Peru,"South America",2:18:41,""
2016,"Rio de Janeiro",Men,53,"Mariano Mastromarino",Argentina,"South America",2:18:44,""
2016,"Rio de Janeiro",Men,54,"Daniel Vargas",Mexico,"North America",2:18:51,""
2016,"Rio de Janeiro",Men,55,"Philipp Pflieger",Germany,Europe,2:18:56,""
2016,"Rio de Janeiro",Men,56,"Willem Van Schuerbeeck",Belgium,Europe,2:18:56,SB
2016,"Rio de Janeiro",Men,57,"Stefano La Rosa",Italy,Europe,2:18:57,""
2016,"Rio de Janeiro",Men,58,"Cuthbert Nyasango",Zimbabwe,Africa,2:18:58,""
2016,"Rio de Janeiro",Men,59,"Marilson Dos Santos",Brazil,"South America",2:19:09,""
2016,"Rio de Janeiro",Men,60,"Tewelde Estifanos",Eritrea,Africa,2:19:12,""
2016,"Rio de Janeiro",Men,61,"Roman Fosti",Estonia,Europe,2:19:26,""
2016,"Rio de Janeiro",Men,62,"Atef Saad",Tunisia,Africa,2:19:50,""
2016,"Rio de Janeiro",Men,63,"Tiidrek Nurme",Estonia,Europe,2:20:01,""
2016,"Rio de Janeiro",Men,64,"Kevin Seaward",Ireland,Europe,2:20:06,""
2016,"Rio de Janeiro",Men,65,"Jesús España",Spain,Europe,2:20:08,""
2016,"Rio de Janeiro",Men,66,"Raúl Pacheco",Peru,"South America",2:20:13,""
2016,"Rio de Janeiro",Men,67,"Juan Carlos Trujillo",Guatemala,"North America",2:20:24,""
2016,"Rio de Janeiro",Men,68,"Stsiapan Rahautsou",Belarus,Europe,2:20:34,""
2016,"Rio de Janeiro",Men,69,"Mynhardt Mbeumuna Kawanivi",Namibia,Africa,2:20:45,SB
2016,"Rio de Janeiro",Men,70,"Julian Flügel",Germany,Europe,2:20:47,""
2016,"Rio de Janeiro",Men,71,"Daviti Kharazishvili",Georgia,Europe,2:20:47,""
2016,"Rio de Janeiro",Men,72,"Rachid Kisri",Morocco,Africa,2:21:00,""
2016,"Rio de Janeiro",Men,73,"Marhu Teferi",Israel,Asia,2:21:06,""
2016,"Rio de Janeiro",Men,74,"Remigijus Kančys",Lithuania,Europe,2:21:10,""
2016,"Rio de Janeiro",Men,75,"Christian Kreienbuhl",Switzerland,Europe,2:21:13,""
2016,"Rio de Janeiro",Men,76,"Mohamed Hrezi",Libya,Africa,2:21:17,""
2016,"Rio de Janeiro",Men,77,"Solonei da Silva",Brazil,"South America",2:22:05,""
2016,"Rio de Janeiro",Men,78,"Andres Ruiz",Colombia,"South America",2:22:09,""
2016,"Rio de Janeiro",Men,79,"Jackson Kiprop",Uganda,Africa,2:22:09,""
2016,"Rio de Janeiro",Men,80,"Scott Westcott",Australia,Oceania,2:22:19,""
2016,"Rio de Janeiro",Men,81,"Guor Marial","South Sudan",Africa,2:22:45,SB
2016,"Rio de Janeiro",Men,82,"Uladzislau Pramau",Belarus,Europe,2:22:48,""
2016,"Rio de Janeiro",Men,83,"Nitendra Singh Rawat",India,Asia,2:22:52,""
2016,"Rio de Janeiro",Men,84,"Miguel Ángel Almachi",Ecuador,"South America",2:23:00,""
2016,"Rio de Janeiro",Men,85,"Ilya Tyapkin",Kyrgyzstan,Asia,2:23:19,""
2016,"Rio de Janeiro",Men,86,"Gabor Jozsa",Hungary,Europe,2:23:22,""
2016,"Rio de Janeiro",Men,87,"Gerald Giraldo",Colombia,"South America",2:23:48,""
2016,"Rio de Janeiro",Men,88,"Luis Ariel Molina",Argentina,"South America",2:23:55,""
2016,"Rio de Janeiro",Men,89,"Yonas Kinde","Refugee Olympic Team",Other,2:24:08,""
2016,"Rio de Janeiro",Men,90,"Duo Bujie",China,Asia,2:24:22,""
2016,"Rio de Janeiro",Men,91,"Bat-Ochiryn Ser-Od",Mongolia,Asia,2:24:26,""
2016,"Rio de Janeiro",Men,92,"Jordan Chipangama",Zambia,Africa,2:24:58,""
2016,"Rio de Janeiro",Men,93,"Hisanori Kitajima",Japan,Asia,2:25:11,""
2016,"Rio de Janeiro",Men,94,"Lebenya Nkoka",Lesotho,Africa,2:25:13,""
2016,"Rio de Janeiro",Men,95,"Zhu Renxue",China,Asia,2:25:31,""
2016,"Rio de Janeiro",Men,96,"Sibusiso Nzima","South Africa",Africa,2:25:33,""
2016,"Rio de Janeiro",Men,97,"Daniel Estrada",Chile,"South America",2:25:33,""
2016,"Rio de Janeiro",Men,98,"Ambroise Uwiragiye",Rwanda,Africa,2:25:57,""
2016,"Rio de Janeiro",Men,99,"Ho Chin-ping","Chinese Taipei",Asia,2:26:00,""
2016,"Rio de Janeiro",Men,100,"Mihail Krassilov",Kazakhstan,Asia,2:26:11,""
2016,"Rio de Janeiro",Men,101,"David Carver",Mauritius,Africa,2:26:16,""
2016,"Rio de Janeiro",Men,102,"Mick Clohisey",Ireland,Europe,2:26:34,""
2016,"Rio de Janeiro",Men,103,"Hakim Sadi",Algeria,Africa,2:26:47,""
2016,"Rio de Janeiro",Men,104,"Roman Prodius",Moldova,Europe,2:27:01,""
2016,"Rio de Janeiro",Men,105,"Luis Alberto Orta",Venezuela,"South America",2:27:05,""
2016,"Rio de Janeiro",Men,106,"Gantulga Dambadarjaa",Mongolia,Asia,2:27:42,""
2016,"Rio de Janeiro",Men,107,"Enzo Yanez",Chile,"South America",2:27:47,""
2016,"Rio de Janeiro",Men,108,"Gáspár Csere",Hungary,Europe,2:28:03,""
2016,"Rio de Janeiro",Men,109,"Martin Esteban Cuestas",Uruguay,"South America",2:28:10,""
2016,"Rio de Janeiro",Men,110,"Valdas Dopolskas",Lithuania,Europe,2:28:21,""
2016,"Rio de Janeiro",Men,111,"Fabiano Joseph Naasi",Tanzania,Africa,2:28:31,""
2016,"Rio de Janeiro",Men,112,"Makorobondo Salukombo","Democratic Republic of the Congo",Africa,2:28:54,""
2016,"Rio de Janeiro",Men,113,"Derek Hawkins","Great Britain",Europe,2:29:24,""
2016,"Rio de Janeiro",Men,114,"Pierre-Célestin Nihorimbere",Burundi,Africa,2:29:38,""
2016,"Rio de Janeiro",Men,115,"Hristoforos Merousis",Greece,Europe,2:29:39,""
2016,"Rio de Janeiro",Men,116,"Anton Kosmac",Slovenia,Europe,2:29:48,""
2016,"Rio de Janeiro",Men,117,"José Amado García",Guatemala,"North America",2:30:11,""
2016,"Rio de Janeiro",Men,118,"Andjelko Risticevic",Serbia,Europe,2:30:17,""
2016,"Rio de Janeiro",Men,119,"Ricardo Ramos",Mexico,"North America",2:30:20,""
2016,"Rio de Janeiro",Men,120,"Tesama Moogas",Israel,Asia,2:30:30,""
2016,"Rio de Janeiro",Men,121,"Ageze Guadie",Israel,Asia,2:30:45,""
2016,"Rio de Janeiro",Men,122,"Rui Pedro Silva",Portugal,Europe,2:30:52,""
2016,"Rio de Janeiro",Men,123,"Segundo Jami",Ecuador,"South America",2:31:07,""
2016,"Rio de Janeiro",Men,124,"Diego Colorado",Colombia,"South America",2:31:20,""
2016,"Rio de Janeiro",Men,125,"Bekir Karayel",Turkey,Asia,2:31:27,""
2016,"Rio de Janeiro",Men,126,"Nicolae-Alexandru Soare",Romania,Europe,2:31:53,""
2016,"Rio de Janeiro",Men,127,"Yared Shegumo",Poland,Europe,2:31:54,""
2016,"Rio de Janeiro",Men,128,"Mohammad Jafar Moradi",Iran,Asia,2:31:58,""
2016,"Rio de Janeiro",Men,129,"Byambajav Tseveenravdan",Mongolia,Asia,2:36:14,""
2016,"Rio de Janeiro",Men,130,"Son Myeong-jun","South Korea",Asia,2:36:21,""
2016,"Rio de Janeiro",Men,131,"Michael Kalomiris",Greece,Europe,2:37:03,""
2016,"Rio de Janeiro",Men,132,"Boonthung Srisung",Thailand,Asia,2:37:46,""
2016,"Rio de Janeiro",Men,133,"Ricardo Ribas",Portugal,Europe,2:38:29,""
2016,"Rio de Janeiro",Men,134,"Jorge Castelblanco",Panama,"North America",2:39:25,""
2016,"Rio de Janeiro",Men,135,"Derlis Ayala",Paraguay,"South America",2:39:40,""
2016,"Rio de Janeiro",Men,136,"Federico Bruno",Argentina,"South America",2:40:05,""
2016,"Rio de Janeiro",Men,137,"Shim Jung-sub","South Korea",Asia,2:42:42,""
2016,"Rio de Janeiro",Men,138,"Neko Hiroshi",Cambodia,Asia,2:45:55,""
2016,"Rio de Janeiro",Men,139,"Methkal Abu Drais",Jordan,Asia,2:46:18,""
2020,Tokyo,Men,1,"Eliud Kipchoge",Kenya,Africa,2:08:38,""
2020,Tokyo,Men,2,"Abdi Nageeye",Netherlands,Europe,2:09:58,SB
2020,Tokyo,Men,3,"Bashir Abdi",Belgium,Europe,2:10:00,SB
2020,Tokyo,Men,4,"Lawrence Cherono",Kenya,Africa,2:10:02,SB
2020,Tokyo,Men,5,"Ayad Lamdassem",Spain,Europe,2:10:16,SB
2020,Tokyo,Men,6,"Suguru Osako",Japan,Asia,2:10:41,SB
2020,Tokyo,Men,7,"Alphonce Simbu",Tanzania,Africa,2:11:35,SB
2020,Tokyo,Men,8,"Galen Rupp","United States","North America",2:11:41,SB
2020,Tokyo,Men,9,"Othmane El Goumri",Morocco,Africa,2:11:58,""
2020,Tokyo,Men,10,"Koen Naert",Belgium,Europe,2:12:13,SB
2020,Tokyo,Men,11,"Mohamed Reda El Aaraby",Morocco,Africa,2:12:22,""
2020,Tokyo,Men,12,"Nicolas Navarro",France,Europe,2:12:50,SB
2020,Tokyo,Men,13,"Marhu Teferi",Israel,Asia,2:13:02,""
2020,Tokyo,Men,14,"Goitom Kifle",Eritrea,Africa,2:13:22,""
2020,Tokyo,Men,15,"Jeison Suárez",Colombia,"South America",2:13:29,""
2020,Tokyo,Men,16,"Tachlowini Gabriyesos","Refugee Olympic Team",Other,2:14:02,""
2020,Tokyo,Men,17,"Morhad Amdouni",France,Europe,2:14:33,SB
2020,Tokyo,Men,18,"Hamza Sahli",Morocco,Africa,2:14:48,SB
2020,Tokyo,Men,19,"Yang Shaohui",China,Asia,2:14:58,""
2020,Tokyo,Men,20,"Eyob Faniel",Italy,Europe,2:15:11,SB
2020,Tokyo,Men,21,"Daniel Mateo",Spain,Europe,2:15:21,SB
2020,Tokyo,Men,22,"Yohanes Ghebregergis",Eritrea,Africa,2:15:34,""
2020,Tokyo,Men,23,"Abdi Hakin Ulad",Denmark,Europe,2:15:50,SB
2020,Tokyo,Men,24,"Liam Adams",Australia,Oceania,2:15:51,SB
2020,Tokyo,Men,25,"Richard Ringer",Germany,Europe,2:16:08,""
2020,Tokyo,Men,26,"Tiidrek Nurme",Estonia,Europe,2:16:16,SB
2020,Tokyo,Men,27,"Girmaw Amare",Israel,Asia,2:16:17,""
2020,Tokyo,Men,28,"Jacob Riley","United States","North America",2:16:26,SB
2020,Tokyo,Men,29,"Amanal Petros",Germany,Europe,2:16:33,SB
2020,Tokyo,Men,30,"Eulalio Muñoz",Argentina,"South America",2:16:35,SB
2020,Tokyo,Men,31,"Peng Jianhua",China,Asia,2:16:39,""
2020,Tokyo,Men,32,"Javier Guerra",Spain,Europe,2:16:42,SB
2020,Tokyo,Men,33,"Elroy Gelant","South Africa",Africa,2:16:43,""
2020,Tokyo,Men,34,"Oqbe Kibrom Ruesom",Eritrea,Africa,2:16:57,SB
2020,Tokyo,Men,35,"Zane Robertson","New Zealand",Oceania,2:17:04,SB
2020,Tokyo,Men,36,"Haimro Alame",Israel,Asia,2:17:17,""
2020,Tokyo,Men,37,"Adam Nowicki",Poland,Europe,2:17:19,""
2020,Tokyo,Men,38,"Olivier Irabaruta",Burundi,Africa,2:17:44,SB
2020,Tokyo,Men,39,"Sondre Nordstad Moen",Norway,Europe,2:17:59,SB
2020,Tokyo,Men,40,"Abdihakem Abdirahman","United States","North America",2:18:27,SB
2020,Tokyo,Men,41,"Tomas Hilifa Rainhold",Namibia,Africa,2:18:28,""
2020,Tokyo,Men,42,"Derlis Ayala",Paraguay,"South America",2:18:34,SB
2020,Tokyo,Men,43,"Fred Musobo",Uganda,Africa,2:18:39,""
2020,Tokyo,Men,44,"Hassan Chahdi",France,Europe,2:18:40,SB
2020,Tokyo,Men,45,"Ben Preisner",Canada,"North America",2:19:27,SB
2020,Tokyo,Men,46,"Yassine El Fathaoui",Italy,Europe,2:19:44,SB
2020,Tokyo,Men,47,"Trevor Hofbauer",Canada,"North America",2:19:57,SB
2020,Tokyo,Men,48,"Shim Jung-sub","South Korea",Asia,2:20:36,""
2020,Tokyo,Men,49,"Hendrik Pfeiffer",Germany,Europe,2:20:43,SB
2020,Tokyo,Men,50,"Felix Chemonges",Uganda,Africa,2:20:53,""
2020,Tokyo,Men,51,"Yavuz Ağralı",Turkey,Asia,2:21:00,""
2020,Tokyo,Men,52,"Joaquín Arbe",Argentina,"South America",2:21:15,SB
2020,Tokyo,Men,53,"Chris Thompson","Great Britain",Europe,2:21:29,""
2020,Tokyo,Men,54,"Tseveenravdangiin Byambajav",Mongolia,Asia,2:21:32,SB
2020,Tokyo,Men,55,"José Luis Santana",Mexico,"North America",2:21:32,SB
2020,Tokyo,Men,56,"Dong Guojian",China,Asia,2:21:35,""
2020,Tokyo,Men,57,"Kevin Seaward",Ireland,Europe,2:21:45,SB
2020,Tokyo,Men,58,"Dieter Kersten",Belgium,Europe,2:22:06,""
2020,Tokyo,Men,59,"Cristhian Pacheco",Peru,"South America",2:22:12,SB
2020,Tokyo,Men,60,"Peter Herzog",Austria,Europe,2:22:15,SB
2020,Tokyo,Men,61,"Shogo Nakamura",Japan,Asia,2:22:23,SB
2020,Tokyo,Men,62,"Arkadiusz Gardzielewski",Poland,Europe,2:22:50,""
2020,Tokyo,Men,63,"Malcolm Hicks","New Zealand",Oceania,2:23:12,SB
2020,Tokyo,Men,64,"Juan Pacheco",Mexico,"North America",2:23:41,SB
2020,Tokyo,Men,65,"Brett Robinson",Australia,Oceania,2:24:04,SB
2020,Tokyo,Men,66,"Khoarahlane Seutloali",Lesotho,Africa,2:25:03,SB
2020,Tokyo,Men,67,"Roman Fosti",Estonia,Europe,2:25:37,""
2020,Tokyo,Men,68,"Paulo Roberto Paula",Brazil,"South America",2:26:08,SB
2020,Tokyo,Men,69,"Thijs Nijhuis",Denmark,Europe,2:26:59,SB
2020,Tokyo,Men,70,"Paul Pollock",Ireland,Europe,2:27:48,SB
2020,Tokyo,Men,71,"Cameron Levins",Canada,"North America",2:28:43,""
2020,Tokyo,Men,72,"Yuma Hattori",Japan,Asia,2:30:08,SB
2020,Tokyo,Men,73,"Jesús Arturo Esparza",Mexico,"North America",2:31:51,SB
2020,Tokyo,Men,74,"Jorge Castelblanco",Panama,"North America",2:33:22,SB
2020,Tokyo,Men,75,"Iván Zarco",Honduras,"North America",2:44:36,SB
1984,"Los Angeles",Women,1,"Joan Benoit","United States","North America",2:24:52,""
1984,"Los Angeles",Women,2,"Grete Waitz",Norway,Europe,2:26:18,""
1984,"Los Angeles",Women,3,"Rosa Mota",Portugal,Europe,2:26:57,""
1984,"Los Angeles",Women,4,"Ingrid Kristiansen",Norway,Europe,2:27:34,""
1984,"Los Angeles",Women,5,"Lorraine Moller","New Zealand",Oceania,2:28:34,""
1984,"Los Angeles",Women,6,"Priscilla Welch","Great Britain",Europe,2:28:54,""
1984,"Los Angeles",Women,7,"Lisa Martin",Australia,Oceania,2:29:03,""
1984,"Los Angeles",Women,8,"Silvia Ruegger",Canada,"North America",2:29:09,""
1984,"Los Angeles",Women,9,"Laura Fogli",Italy,Europe,2:29:28,""
1984,"Los Angeles",Women,10,"Tuija Toivonen",Finland,Europe,2:32:07,""
1984,"Los Angeles",Women,11,"Joyce Smith","Great Britain",Europe,2:32:48,""
1984,"Los Angeles",Women,12,"Alba Milana",Italy,Europe,2:33:01,""
1984,"Los Angeles",Women,13,"Dorthe Rasmussen",Denmark,Europe,2:33:40,""
1984,"Los Angeles",Women,14,"Sarah Rowell","Great Britain",Europe,2:34:08,""
1984,"Los Angeles",Women,15,"Sinikka Keskitalo",Finland,Europe,2:35:15,""
1984,"Los Angeles",Women,16,"Charlotte Teske","West Germany",Europe,2:35:56,""
1984,"Los Angeles",Women,17,"Anne Marie Malone",Canada,"North America",2:36:33,""
1984,"Los Angeles",Women,18,"Midde Hamrin",Sweden,Europe,2:36:41,""
1984,"Los Angeles",Women,19,"Nanae Sasaki",Japan,Asia,2:37:04,""
1984,"Los Angeles",Women,20,"Paola Moro",Italy,Europe,2:37:06,""
1984,"Los Angeles",Women,21,"Ria Van Landeghem",Belgium,Europe,2:37:11,""
1984,"Los Angeles",Women,22,"Carla Beurskens",Netherlands,Europe,2:37:51,""
1984,"Los Angeles",Women,23,"Regina Joyce",Ireland,Europe,2:37:57,""
1984,"Los Angeles",Women,24,"Marie-Christine Deurbroeck",Belgium,Europe,2:38:01,""
1984,"Los Angeles",Women,25,"Maria Trujillo",Mexico,"North America",2:38:50,""
